scorer,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker
8,66.8852921362373,117.63359500998861,1.0,281.3038911548734,102.4738571679878,1.0,216.09762200593258,100.74006818942262,1.0,220.99786502106173,98.53134900905806,1.0,70.16982248788263,256.3854728384107,1.0,274.7366852699061,232.8170743077547,1.0,214.15866464906887,293.2888911522412,1.0,214.45460277216353,343.11794458513805,1.0
9,68.76793246306008,115.05324702830525,1.0,276.9516292875408,101.75206286284127,1.0,214.9740674168864,100.01221008553944,1.0,216.84664834927565,98.35930964697648,1.0,72.26454059377696,261.10769139175443,1.0,270.66936127297487,231.61302096020057,1.0,213.2455967590529,296.06597063190554,1.0,210.7872490296813,342.189133925827,1.0
10,71.63933916194341,111.96015950006864,1.0,271.602566566304,100.76077677297019,1.0,214.8309784697633,99.67930969233673,1.0,213.41230494479214,99.16731504033811,1.0,75.33669812107988,266.0280558266084,1.0,265.6989172567595,230.866841046631,1.0,213.24004034465344,299.5518709392698,1.0,207.62164813539636,341.2870644283579,1.0
11,75.62601871287669,108.73773713763188,1.0,266.06672113322674,100.63043804284798,1.0,221.10023669453534,96.45061621899539,1.0,212.23645631393188,99.40865878465243,1.0,79.45605620521883,271.03791085338776,1.0,260.422604951836,230.88377756807904,1.0,219.54101263224499,309.45602895688614,1.0,206.5389717053145,340.51771077782445,1.0
12,79.66459341997707,105.13647325044387,1.0,262.0700457507418,99.35590310753132,1.0,228.46970253002524,93.83472639128622,1.0,207.81434182296562,99.50476618953286,1.0,83.67901267498732,277.12246164609724,1.0,256.8091127224223,231.2125343161242,1.0,226.7687726701967,317.5115043021288,1.0,202.60623337117147,341.06443806482656,1.0
13,90.09543787979325,97.53871945358871,1.0,259.53002239363843,97.80974633281679,1.0,235.07939698792808,91.59688538949528,1.0,205.17441023271624,99.34333033237651,1.0,94.28705292885955,282.7733837536716,1.0,254.62967751889735,231.29900647925706,1.0,233.21663709812836,323.81553165147284,1.0,200.28991260451954,341.5676708337607,1.0
14,95.58459020352751,93.94815168942634,1.0,254.10863906289376,96.52586603458998,1.0,242.25863202665525,88.64968664409855,1.0,200.08270229882345,99.8122327154223,1.0,99.83013457414275,286.7917323388386,1.0,249.65534981968275,231.69486948262931,1.0,240.1308071831934,326.8115201597177,1.0,195.71477175436888,342.4820595359074,1.0
15,102.49485298215508,91.20392742167438,1.0,251.63207128854685,96.5033980721244,1.0,249.87132524875,85.99673140795441,1.0,196.48363964041573,99.7176388974891,1.0,106.57140916341575,289.3742771092702,1.0,247.2971354580846,232.21175177986024,1.0,247.37308648523702,327.98045960576184,1.0,192.5348936451158,342.57263692575043,1.0
16,110.22898817882663,89.7952741974498,1.0,248.53355069735764,96.96583839819543,1.0,258.60073587569997,84.99257097183909,1.0,192.711843611674,100.18149041065215,1.0,113.88842568115935,289.28250451391483,1.0,244.26163849418688,232.49377063964332,1.0,255.51240244974284,327.7773574679126,1.0,189.12350636276776,342.4690025974842,1.0
17,115.75756038306277,88.18751467544523,1.0,245.60107608571798,98.43975354422332,1.0,265.29874386536414,86.61447292119573,1.0,188.53678385241187,100.96267307483663,1.0,119.18813585307848,288.8943601073163,1.0,241.22587626046854,233.05037874664416,1.0,261.5752514301838,326.18840332559563,1.0,185.31252863709503,342.5920458380383,1.0
18,121.95179101836601,85.67375412552465,1.0,240.78783671058176,99.57550350842082,1.0,271.6997305756606,88.39428464643315,1.0,184.76670325869682,101.83349295290655,1.0,125.20706960376674,287.96360214092476,1.0,236.45086988808015,233.9827422435029,1.0,267.34347683525857,324.2655586977668,1.0,181.85408969213822,343.40115414991124,1.0
19,128.38610402092996,85.17905766471628,1.0,238.15635393123156,100.31423877794477,1.0,278.1135976599804,89.94294678399584,1.0,180.6615061901566,102.48898453043353,1.0,131.17747174316904,284.097936980605,1.0,233.81175882349822,233.8913880773816,1.0,273.14312939913304,322.5417131861839,1.0,178.12614902127459,343.99710845761524,1.0
20,137.0216443163753,84.66708492081156,1.0,232.10047151839865,100.90449392798887,1.0,282.4562504208082,90.86166208436227,1.0,177.19931165974825,102.71438796312829,1.0,139.1776004097096,279.4986092976517,1.0,227.91062951972154,233.23210475660002,1.0,277.0773138515507,321.3715140229442,1.0,175.02392269278832,344.1054927373884,1.0
21,142.617026727568,84.91465105446673,1.0,227.96880827459427,101.00295408231241,1.0,287.3196259247986,91.74278184548926,1.0,173.2278929344608,103.20197490306718,1.0,144.27850357437137,275.12212035733086,1.0,223.94330826971367,233.38920923937297,1.0,281.48706484660374,319.9088765560467,1.0,171.4324793081551,344.0438560695788,1.0
22,147.8747183620478,85.5798858878886,1.0,225.20523999363914,100.76099719432978,1.0,291.69987495496304,91.67465823862251,1.0,168.7209141640664,103.72170548183655,1.0,149.0104422797205,270.04103707218746,1.0,221.33283077943952,233.07679350990966,1.0,285.5146582171485,318.79125609854344,1.0,167.36134746789213,343.9758582175962,1.0
23,153.63064926438796,85.96163696809242,1.0,222.28301331095676,99.79030827065787,1.0,296.9349965621757,91.48215894407748,1.0,166.13885184392677,104.09401347371059,1.0,154.24150525155443,265.4421184742893,1.0,218.69736038298603,233.3371510800706,1.0,290.3606596573938,318.2946813763798,1.0,165.01818423820893,343.866702815295,1.0
24,158.63468074037576,86.29893581038206,1.0,219.19661625753457,99.55075382517394,1.0,301.3097014673627,91.54863116523204,1.0,162.6649518860869,104.57935553276528,1.0,158.78735741898,261.3129572999415,1.0,215.7807268193281,233.22556710204486,1.0,294.37372813557124,317.1246498333569,1.0,161.8680623694845,343.7482334690769,1.0
25,163.58049148960515,86.46933846260089,1.0,216.3449510151902,99.47368996595812,1.0,305.8258923796469,91.32338978187454,1.0,159.7390381712168,105.02180496494054,1.0,163.3009061820976,257.33576020832874,1.0,213.06552988333362,233.30851631027122,1.0,298.5439756318199,316.2540484756086,1.0,159.21261249443492,343.9460471738023,1.0
26,169.11333117536395,87.26384796691305,1.0,212.97012220204704,99.17934630547026,1.0,308.9889556113424,91.007374711164,1.0,156.31329905681292,105.59400543725802,1.0,168.290596364769,254.2900519653312,1.0,209.88565227339538,233.44528886343684,1.0,301.4644321513531,315.33881140285854,1.0,156.09413525800704,343.9320288400456,1.0
27,170.85384347192402,89.61587598704337,1.0,209.938196750751,98.61333204269928,1.0,312.4792571718403,91.24771206121142,1.0,153.5614071646779,105.85142177663825,1.0,169.5962947940406,252.16119752786776,1.0,207.0834605317598,233.9382256659564,1.0,304.65833543748823,314.50032001521095,1.0,153.61956451456356,344.2616665738748,1.0
28,170.471736386474,92.82889287130459,1.0,208.51481392246234,97.83185696106537,1.0,314.861938412409,93.23443362098179,1.0,152.6571545423086,105.7996207672732,1.0,168.84607227305935,251.0557792774457,1.0,205.8534657436527,234.30690155137185,1.0,306.729580422448,313.8014156510764,1.0,152.8247732869857,344.3210425988943,1.0
29,168.68763452093722,96.36656906438995,1.0,203.67140152692548,96.88885384415529,1.0,317.194759798029,96.27683594273542,1.0,151.6523710672312,106.40725795382775,1.0,166.76945845512031,250.859471357291,1.0,201.36879356204935,234.17414173109373,1.0,308.69267881795497,313.069243907348,1.0,151.85287585411913,344.7110816817304,1.0
30,163.98025778806868,99.8631316545842,1.0,202.03813061468244,95.62153037365007,1.0,320.9292021130709,99.86085977409563,1.0,146.60413392842898,107.46910833196556,1.0,161.99913176178143,251.00508286575578,1.0,200.0109981778763,234.19572248264052,1.0,311.9186247373714,312.19243996856574,1.0,147.23203394099372,345.26877719012975,1.0
31,161.42939584015244,102.60065801865633,1.0,200.3659997606776,94.48538375576928,1.0,322.8089033201328,104.05676255295549,1.0,141.90817689288355,107.87842303191414,1.0,159.31283418813763,251.09669572069947,1.0,198.59392002357868,234.1608842372503,1.0,313.376879793121,310.86312244056035,1.0,143.00792796495853,345.14487886606196,1.0
32,158.261167880843,103.7377654781082,1.0,198.479298513547,93.1524819389429,1.0,323.962938857283,106.65538113931537,1.0,139.18727141149893,107.94275095784838,1.0,156.24556688568453,250.86692615001394,1.0,197.00575284987283,234.2808693276417,1.0,314.27983628353627,310.3369908963784,1.0,140.58659781794336,345.3785704518146,1.0
33,155.70266799465224,104.37331647192387,1.0,200.74424792383132,91.76414181932232,1.0,325.24906495370266,109.02647400557464,1.0,136.05070584285696,108.4717974651465,1.0,153.80708062565537,251.15832236519228,1.0,199.3996287540024,234.40520696896783,1.0,315.2792966166224,308.5495375381259,1.0,137.7327553576107,345.6285944067429,1.0
34,151.21420718533696,104.3309008900196,1.0,199.78360018105278,90.32837866909718,1.0,321.263560257599,110.67322275837348,1.0,132.8761535638325,108.90661077823218,1.0,149.67275081197306,252.12770746600077,1.0,198.7195439620807,234.85764121504963,1.0,311.43710600220084,306.7821642330616,1.0,134.8588136468913,345.9621232584649,1.0
35,147.82773446881444,103.9350300803322,1.0,202.64178532382195,88.0960556718402,1.0,318.2250125108431,111.41814959245076,1.0,130.38741456495862,109.32724387543661,1.0,146.59847717405881,252.98928092902514,1.0,201.82137757055244,235.22402752630927,1.0,308.5027076096307,304.3166114107299,1.0,132.59460307552422,346.2000394138102,1.0
36,144.4710458372774,103.55075290902481,1.0,204.33929446931705,85.75232496380576,1.0,316.1451201388788,111.13762535511687,1.0,128.66588570889562,109.76083888974122,1.0,143.54670107582552,253.46153573383822,1.0,203.82824316454577,235.44836586192667,1.0,306.5422014806463,302.7091308935128,1.0,131.0080938599514,346.2762018711772,1.0
37,141.27604021708387,103.34846937308464,1.0,211.02714666841038,83.02550572446921,1.0,313.3517889426664,110.93228833428738,1.0,125.90073915493315,110.45825146377643,1.0,140.62166624447968,253.84924002339807,1.0,210.66426788442178,235.14161560736392,1.0,303.8791562497906,299.8983687355749,1.0,128.46076902053025,346.53388306853185,1.0
38,138.1470483675281,103.82887668477947,1.0,219.30693653669795,82.15025734185697,1.0,310.46081267294085,110.56708558161144,1.0,121.99364066899082,111.34031431494341,1.0,137.6776690496758,254.4721833973902,1.0,218.72151328655502,234.6499464756337,1.0,301.15959922576167,297.88724547231584,1.0,124.87485651644316,346.7998767689153,1.0
39,135.10058597316845,104.75198635503739,1.0,228.91672315028848,81.63743790279221,1.0,307.5139552729138,110.10373680929669,1.0,119.71094579870031,111.98530176064158,1.0,134.75362467271364,254.7696050058919,1.0,228.0060291350417,234.98725732173867,1.0,298.41790638332395,296.65132338495926,1.0,122.76503172147677,347.33269332218623,1.0
40,131.58312721140086,104.89515823587597,1.0,235.3176003493181,81.63231201714486,1.0,304.5392936321031,109.28721673597046,1.0,116.96955957504014,112.14139788589021,1.0,131.48776118938545,255.02680663091812,1.0,234.16342398361977,236.95778235770942,1.0,295.6873464362569,295.94932195559653,1.0,120.31428996011562,347.7365777604234,1.0
41,127.05050309271634,106.18118768923965,1.0,244.9588746411729,82.74142816554932,1.0,301.0366565788939,108.71192250009545,1.0,114.28974259738234,112.77042026138385,1.0,127.14507337370914,255.17785910525,1.0,243.24728982799292,239.28402094030832,1.0,292.4727140750517,295.8619951222286,1.0,117.85429284041301,348.2716177669947,1.0
42,123.79305771640183,107.40717962087193,1.0,254.39488833535358,85.05115320034324,1.0,297.36481542044294,107.67917229880965,1.0,111.22526047446021,113.3476604399319,1.0,123.99253984761218,255.7933343595632,1.0,251.9501448806977,242.21154793218022,1.0,289.1373641691048,296.0866251157198,1.0,115.05922532614213,348.7002489360059,1.0
43,121.24560935480017,108.26451656083057,1.0,264.67321806046925,87.6965003017118,1.0,293.00429120478145,107.13780187366154,1.0,107.81792589638988,113.68909819489913,1.0,121.5383077973736,256.1634650183047,1.0,261.4023838170313,244.9847119316344,1.0,285.10502263106736,295.3223708170178,1.0,111.99277813088722,349.18740778297837,1.0
44,117.58175641873237,109.11069127981617,1.0,271.1179285118258,89.2057945805142,1.0,288.2884463757899,105.88968350862085,1.0,103.47279153520482,114.39573541537146,1.0,118.05013758484293,256.16536686031054,1.0,267.36062620937923,247.18968100773654,1.0,280.7977461399056,294.99390890678285,1.0,108.04608080404068,349.92977056595265,1.0
45,113.11088124582267,109.9958505211276,1.0,278.58528592900456,90.21298776511632,1.0,284.0497907617066,104.64669822574169,1.0,100.99950785859383,114.3870448159178,1.0,113.81097759945669,256.1241813075652,1.0,274.3723752721561,248.9955267417917,1.0,276.9302527108726,294.59986279160864,1.0,105.85781663728214,350.57750867750605,1.0
46,109.91590846087446,111.47973221836101,1.0,284.7225444401694,90.54785595112864,1.0,280.0222311227942,103.97891216415356,1.0,97.44595484420705,113.78454817247837,1.0,110.67928461970067,256.11215009574306,1.0,280.1965618588382,249.32068582989157,1.0,273.23059219511515,294.38208276673754,1.0,102.79926145362181,352.0669206008746,1.0
47,105.96752828264181,112.06880306482421,1.0,289.73476203716706,91.13834194632263,1.0,276.3181543604234,103.42816121726645,1.0,94.04391898820906,112.17354382510844,1.0,106.95924586095694,256.1312950785516,1.0,284.90626756985705,249.8657454579095,1.0,269.8326719761204,294.44864191751145,1.0,100.01720611511034,354.00258012922245,1.0
48,103.22436392119198,112.81709330662915,1.0,293.8257788679932,91.77799900334833,1.0,272.1764706916546,103.28804799983708,1.0,97.19959551594594,108.99788735784844,1.0,104.33567532511879,256.33303518982785,1.0,288.7154960510957,249.71616049533665,1.0,266.00069219320875,294.35589826928697,1.0,103.28411136426627,357.8361773383229,1.0
49,99.1137411580025,113.44571531465246,1.0,298.3723192332974,93.09255898442562,1.0,267.9118509526507,103.81386199979201,1.0,99.3283509994578,102.25375751299644,1.0,100.46597349714479,256.8931618845293,1.0,292.8453954581742,249.1765685007834,1.0,262.00755699986917,293.97773722208115,1.0,106.11842918115683,360.2518512264405,1.0
50,95.92399084332769,115.8069833630995,1.0,303.42575380383505,96.36619104025672,1.0,262.78203781869433,103.54283826259763,1.0,103.66706384160183,95.93371743601597,1.0,97.23927063914368,257.4991257465614,1.0,297.12444506934116,247.41714140379221,1.0,257.25411398994515,293.4473730818647,1.0,110.86137321324856,363.4013500345196,1.0
51,92.62264379966265,117.92180852459656,1.0,305.03937717019824,100.64885219542342,1.0,258.09458499856305,102.63581896747121,1.0,111.24477107143568,91.38733041877815,1.0,93.9374051709402,257.92495884751827,1.0,297.93996930336596,245.11186240870174,1.0,252.95505208765724,293.1704802944492,1.0,118.23207391936597,366.20246063884105,1.0
52,88.38589857228192,118.38431068621327,1.0,302.6117494977176,104.10219312441812,1.0,253.25865679496323,101.75426874324896,1.0,128.71766925369977,88.06128991735854,1.0,89.96827596829237,258.17952547534,1.0,295.017615292753,242.51700758742402,1.0,248.51569833825647,292.8527734966354,1.0,134.19810555389574,366.8178223765226,1.0
53,83.99485978729535,119.18784427192995,1.0,298.02984939583877,106.93253074395875,1.0,248.6656216494272,101.26444582722476,1.0,141.48806765210293,85.90526920744341,1.0,85.81545337659438,258.42999692313015,1.0,290.12960342715803,239.61897610666608,1.0,244.26919076122334,292.22517574358795,1.0,145.81927694157827,365.9984403216242,1.0
54,80.5906425153641,119.56232187666674,1.0,292.24119762250297,106.04778707021522,1.0,243.9687596600418,100.7330906373269,1.0,158.4374521721391,84.40555169090514,1.0,82.61935864062485,257.93170197190784,1.0,284.687198946638,236.71494282314143,1.0,239.91623224780062,291.1883933217869,1.0,161.05046108333997,364.17352338897524,1.0
55,75.76356442102596,119.38310519484614,1.0,286.26637172908914,103.97850917076616,1.0,240.01849064924266,100.06792565181198,1.0,170.96191613484734,84.89136100804436,1.0,78.17774683395578,257.7466479184115,1.0,279.2390123882782,232.60133340526284,1.0,236.2722747000912,290.461180231939,1.0,172.08523339294206,362.67746755026184,1.0
56,72.63490582426488,119.02027460816487,1.0,280.5079538487475,102.66160190766895,1.0,235.44659748040658,99.15800070481835,1.0,185.80183730254504,85.99641217199735,1.0,75.32621427504444,257.36926541943734,1.0,273.88821544383836,229.2422680254669,1.0,232.0767838588815,290.0659161589089,1.0,185.09055391505697,361.3037673931948,1.0
57,71.27414587063987,116.51853208671896,1.0,275.85469562803655,102.19950165177652,1.0,229.18796933367378,98.21549689189897,1.0,195.7383887266211,89.33228280945548,1.0,74.37641575549097,258.094159857043,1.0,269.46824128147017,226.60488842132023,1.0,226.32086802705913,289.6844080274679,1.0,193.43892914741429,359.9710484723444,1.0
58,71.92555538924466,113.1536973049599,1.0,271.650648059448,101.22814511861675,1.0,226.25920947421534,98.8349566580433,1.0,207.73930764571693,95.1748826956814,1.0,75.3955140809019,259.3814122606081,1.0,265.5667307514241,224.36420289216306,1.0,223.57008698757045,289.6330899155487,1.0,203.28523278724074,359.9292844723782,1.0
59,73.45521486584565,108.12135246926542,1.0,267.229809001663,100.72885911426697,1.0,223.27870236748458,100.42908110016717,1.0,213.6370140637552,98.07528158617446,1.0,77.43003431258202,260.9881971514685,1.0,261.3913338115808,222.74973358467207,1.0,220.69858866939887,289.04737153691207,1.0,208.11325483391727,359.0562129291075,1.0
60,76.6747272963984,101.8863514639611,1.0,262.3143792500771,100.86803701120172,1.0,220.38238248776935,101.34617168692498,1.0,213.84847681330416,99.59680496303051,1.0,81.18379216388371,263.94687300312665,1.0,256.65235381545375,221.95445348735808,1.0,217.96647127807137,289.18311593534366,1.0,208.0902869225153,358.8458277809936,1.0
61,82.39666964890257,93.99086317195845,1.0,257.46256307768783,101.00253951861534,1.0,217.62083929922932,101.724855350997,1.0,210.7140628565018,101.15023224876468,1.0,87.45273298791875,267.166009181589,1.0,251.98156187250996,221.57447055838898,1.0,215.4108830091048,289.9846438794056,1.0,205.0944103403352,358.6856809237848,1.0
62,89.49423067892562,85.77316158237755,1.0,252.6646435347464,100.44917027901018,1.0,216.20911948714812,102.26497779161488,1.0,214.37077924316918,101.11427466035384,1.0,95.03293599255159,270.49814892117035,1.0,247.47270273132088,221.14148146436855,1.0,214.1146696504292,291.3715816579429,1.0,208.3454759634107,358.85775173517214,1.0
63,96.78517759064167,78.00656986165313,1.0,247.37538407344837,100.0942381123617,1.0,214.6147873749473,101.91440262274234,1.0,210.25901933033236,101.91622445566983,1.0,102.72483923967822,272.46586612155147,1.0,242.46460062681635,220.90057166985216,1.0,212.72497343777962,293.54435597483035,1.0,204.5901410490228,359.27130473539177,1.0
64,102.31792264291944,73.49566503740445,1.0,242.95154726145375,99.540380105484,1.0,214.89804047845985,101.5044813691828,1.0,205.26726301214183,102.76245526831407,1.0,108.39653645501046,274.07959971753263,1.0,238.31859447500446,220.77084629041008,1.0,213.10253751677837,296.5024343004251,1.0,200.0446888389995,359.287541277897,1.0
65,108.96629487790099,71.1522701536889,1.0,238.31630818143668,98.76073167928477,1.0,214.75717106189344,100.82262044383799,1.0,201.93726549368597,103.02746205716173,1.0,114.83523309957639,275.3471702035186,1.0,234.00928316257017,220.79965721638195,1.0,213.1332375522214,300.4430330741897,1.0,197.05340314105817,359.28038351300745,1.0
66,117.8339575466412,75.12495074064762,1.0,233.94265091590245,97.85558650553897,1.0,218.11325259624732,99.05270705104122,1.0,196.83021472294655,103.09427737643935,1.0,122.55296021227413,275.3376606490441,1.0,229.97412486563923,221.0527473288048,1.0,216.49784850122157,305.39431088361306,1.0,192.5093935866057,358.88759205552117,1.0
67,127.66773709020727,79.66912928676476,1.0,229.23156071400598,97.4809649036217,1.0,221.6367075545202,96.6273651249874,1.0,192.207586286459,103.74492000198559,1.0,131.0781098702224,273.5365815190959,1.0,225.53562384370633,221.64337295694338,1.0,220.05220896531486,310.2439254082132,1.0,188.3180087244466,358.8624726116952,1.0
68,134.38160667320852,85.3138770701716,1.0,226.69902388825454,97.61760116097973,1.0,230.2132326084813,93.45257488485095,1.0,190.35801982441296,103.60073011646104,1.0,136.57507405097496,270.4374862924265,1.0,223.09853136709762,222.18567774268533,1.0,228.31795683152944,314.6587887768065,1.0,186.69647406616025,358.8450649027577,1.0
69,140.7507013674865,90.93944411345902,1.0,223.68357575292407,97.81200077637095,1.0,242.2072904049526,91.81384484505594,1.0,186.1496110991041,103.94796780853149,1.0,141.7537788767347,267.1340632734985,1.0,220.1897061072234,222.71132243838994,1.0,239.59533812815937,316.93929944138614,1.0,182.91541271664656,358.9584348498871,1.0
70,148.26021964322695,96.08770062496167,1.0,220.89821321681987,98.51672491941646,1.0,254.82572660266405,90.97350596201709,1.0,182.22507435252191,104.29539438809434,1.0,148.0428860800984,263.71362532596663,1.0,217.41847823306978,223.230889819671,1.0,251.35359397397525,317.5536514501777,1.0,179.38557046848717,358.9911287522295,1.0
71,159.6001670768099,100.10891837644897,1.0,218.8920188117262,99.11398514353276,1.0,265.8627375096317,91.63697792625659,1.0,180.2494503554397,104.45045312676417,1.0,158.0075600408152,260.2517812931625,1.0,215.4093292131504,223.69127192702257,1.0,261.5214154789547,316.92349888444903,1.0,177.61408216429044,359.3474986084904,1.0
72,161.51178546740957,103.20562325785777,1.0,214.0523566395662,99.14840934615854,1.0,275.55050675290863,92.88799443582407,1.0,176.35786024849102,105.07104102587768,1.0,159.37610268289956,257.51586410058854,1.0,210.78118789868103,224.25150700549028,1.0,270.36617657303833,315.0288569209024,1.0,174.07863814852982,359.7138801152954,1.0
73,163.7536163803875,104.53393589055543,1.0,210.39305021208725,98.53566835357307,1.0,284.3092043077169,93.58601921688046,1.0,171.97561771183035,105.95734320925298,1.0,161.26692193039585,255.23215463662405,1.0,207.38475478360607,224.65521135475595,1.0,278.4002878857868,313.7229204149867,1.0,170.07170111079682,360.12624434749256,1.0
74,164.42618935257525,105.58959014760808,1.0,206.8533697663782,96.76797588833851,1.0,293.0422717559102,94.1628663696291,1.0,168.0773553205599,105.91108003898492,1.0,161.73973153198187,252.90213671213962,1.0,204.28473007680725,224.7571262115512,1.0,286.41712056262355,312.3999759403845,1.0,166.62024294757867,360.28529144007103,1.0
75,162.06151690267782,105.8123599096687,1.0,203.36280616611367,95.3495106322993,1.0,300.75792753556436,93.5092809712967,1.0,163.36780011857468,106.19096078308748,1.0,159.51986421424928,252.09984802270657,1.0,201.1739122471102,224.77382394931303,1.0,293.56670216621274,311.21784393349435,1.0,162.40237165651592,360.2273531861719,1.0
76,159.74928093739314,106.29371521589789,1.0,200.98712125503033,94.38725039780458,1.0,307.05736460233817,93.56345963443319,1.0,161.50241686570092,106.490323177623,1.0,157.31607448618448,251.16236073467414,1.0,199.0536556448625,224.6256648536606,1.0,299.36913472485764,310.22320012750254,1.0,160.71109555858123,360.8592273663408,1.0
77,155.90508435245366,106.94319652378898,1.0,200.1560540343753,93.18255389123634,1.0,312.5131388173874,94.74166203278881,1.0,158.4665422825742,107.17281502085586,1.0,153.6799446754428,250.63400978290437,1.0,198.45393609580503,224.67973500872964,1.0,304.34509343194014,309.8763394621756,1.0,157.9247155685297,361.0074765523987,1.0
78,151.7039423341753,108.2264391973187,1.0,199.81419552077324,91.734202948523,1.0,317.2564307664351,97.01297125326724,1.0,156.2875313469961,107.73960702180489,1.0,149.63661293381995,249.9974882745704,1.0,198.36321842992533,224.82610450181573,1.0,308.586555779424,309.1637352872328,1.0,155.9143874651102,361.1351911368484,1.0
79,146.73383311293938,108.26076437831257,1.0,199.68715981122008,90.3547032125471,1.0,320.14719221857524,100.39983077871572,1.0,153.40536359837284,108.35191004938915,1.0,145.0417503713645,250.31041415120418,1.0,198.4682418794714,225.05427309150429,1.0,311.04723311927233,308.4488923080379,1.0,153.27516085133303,361.4240076328157,1.0
80,144.38075991763625,108.06385756436967,1.0,199.02598889811813,88.54416590176454,1.0,323.22247993904256,104.48565865292034,1.0,150.4281820207296,108.90291156712459,1.0,142.89183928864327,250.44213956424124,1.0,198.13558126477452,225.52269444090427,1.0,313.61348611887894,306.9241163873046,1.0,150.55859329879712,361.531868007242,1.0
